O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.5,3.12,2.88,3.5,3.0,2.12,0.0,2.12,1.38,2.75,2.75,3.12,2.75,2.12,0.38,1.88,1.25,2.25,3.0,3.0,3.25,2.38,2.0,3.12,3.12,0.75,2.25,3.25,3.0,2.0,2.88,1.12,3.0,2.62,3.25,2.25,3.12,0.88,0.88,2.75,2.75,1.88,0.88,2.25,2.88,2.12,3.0,2.0,3.12,2.25,3.0,2.38,2.5,2.94,2.565,2.625,3.06,2.38,2.185,1.25,2.06,2.5,2.12,1.0,1.12,2.0,2.685,3.12,1.565,3.315,1.565,3.88,1.75,1.0,2.94,2.815,2.38,0.8799999999999999,1.875,2.31,2.69,2.12,1.94,1.185,2.5,2.75,2.435,2,2,5,5
51-4041.00,Machinists,3.38,3.12,3.12,3.75,3.25,2.62,0.62,2.25,1.25,3.0,2.88,3.62,3.0,2.88,0.75,2.0,1.88,2.75,3.0,3.0,3.12,2.88,2.12,3.12,3.5,0.5,2.88,3.12,3.0,2.88,3.0,1.0,3.12,3.12,3.12,2.62,3.25,1.0,1.75,2.88,3.0,2.62,2.0,2.12,2.62,2.62,3.0,2.5,3.88,2.62,3.0,2.88,2.815,2.94,3.0,3.0,3.12,2.88,2.62,2.44,2.625,2.75,2.25,1.185,1.375,2.0,2.815,3.12,2.25,3.315,1.94,3.185,2.185,1.435,3.0,2.94,2.815,1.125,2.185,2.815,3.0,2.31,2.375,1.88,2.75,2.94,2.56,2,2,7,7
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.12,3.25,2.88,4.0,2.88,3.0,0.62,2.62,1.38,3.12,2.88,3.0,2.88,2.0,2.88,2.5,2.0,3.0,2.88,3.0,3.25,2.0,2.0,3.62,3.12,1.88,2.38,3.0,3.0,2.0,3.12,1.88,3.0,2.88,3.25,2.75,3.25,2.0,1.75,2.38,2.38,2.12,1.75,2.88,3.12,2.75,3.25,2.88,3.0,2.12,2.88,2.25,2.5,3.0,2.94,2.5,3.0,2.88,2.375,0.5,2.37,2.75,2.125,1.315,1.875,2.5,2.56,3.37,2.06,3.75,1.25,3.88,2.25,0.5,3.06,2.94,2.5,1.81,2.12,2.63,2.94,2.25,2.37,0.75,2.88,2.815,2.75,2,2,5,5
51-4052.00,"Pourers and Casters, Metal",3.12,2.5,3.0,3.0,2.88,2.5,0.0,2.0,1.38,2.75,2.88,2.88,2.88,1.88,2.0,2.0,1.88,2.25,2.75,2.88,3.0,1.5,2.0,3.0,3.62,1.62,1.75,3.0,2.88,1.88,3.12,1.75,3.0,2.62,3.25,2.12,3.0,1.62,1.75,2.62,2.75,1.88,1.25,2.12,3.12,2.75,3.0,3.0,2.62,2.0,2.38,2.0,2.125,3.0,2.31,2.815,3.0,2.685,1.81,0.5,2.0,3.0,2.125,1.25,1.62,1.875,1.75,3.0,1.94,3.06,1.315,3.12,2.0,0.75,2.815,2.685,2.06,1.44,1.94,2.31,2.75,1.69,1.69,0.8799999999999999,2.63,2.5,2.06,2,2,5,5
51-4061.00,"Model Makers, Metal and Plastic",3.5,3.0,2.88,3.75,3.0,2.62,0.25,2.12,1.5,2.25,3.0,3.5,2.88,2.5,0.75,2.0,1.38,2.38,2.88,3.38,3.38,2.5,2.0,3.25,4.0,0.62,2.25,3.75,3.25,2.88,2.75,0.75,3.12,3.0,3.88,3.0,3.0,1.0,1.25,2.38,2.62,2.0,1.0,2.0,3.0,2.62,3.0,2.62,3.88,2.62,3.12,2.62,2.56,2.75,2.685,2.5,3.25,2.685,3.0,0.6200000000000001,1.75,2.875,2.0,1.25,1.5,1.63,2.75,3.06,1.435,3.56,2.38,3.44,1.69,1.625,3.315,2.88,2.88,1.185,1.06,2.25,2.62,1.815,1.87,1.94,3.0,3.125,2.44,2,2,5,5
51-4062.00,"Patternmakers, Metal and Plastic",3.25,2.62,3.12,3.25,3.0,2.62,0.38,1.5,1.12,2.38,3.0,3.12,2.62,2.62,1.25,1.62,1.12,2.5,2.88,3.12,3.12,2.12,1.75,3.12,3.62,0.88,2.25,3.0,3.0,2.5,2.88,0.75,3.12,2.62,2.88,2.12,3.25,0.75,0.88,2.88,3.0,1.88,1.12,1.75,2.12,2.62,2.5,2.88,3.38,2.0,3.0,2.88,2.435,2.94,2.875,2.62,3.0,2.25,2.13,0.94,2.315,2.69,2.06,0.75,0.8799999999999999,1.875,2.38,3.06,1.875,3.06,2.38,3.25,1.875,1.685,3.185,3.0,2.0,1.0,1.875,2.56,2.94,2.06,2.12,1.875,2.69,2.125,2.185,2,2,5,5
51-4071.00,Foundry Mold and Coremakers,3.12,2.75,2.75,3.0,2.12,2.75,0.75,2.88,1.62,2.88,2.75,3.0,2.12,1.5,1.25,2.38,1.62,2.12,2.12,2.75,3.62,1.25,1.25,3.0,3.0,0.5,1.88,2.88,2.38,1.38,2.12,1.12,2.75,2.62,3.25,1.88,2.88,0.75,1.0,2.12,2.25,2.0,1.25,2.75,3.5,2.12,3.12,2.0,3.0,1.38,2.0,2.0,2.25,2.565,2.37,2.375,2.69,1.69,1.75,0.5,2.06,2.435,1.75,1.25,1.25,1.94,1.875,2.81,1.75,2.5,1.185,2.69,1.75,0.5,2.25,2.125,1.625,0.75,1.81,2.185,2.25,1.56,1.44,0.8799999999999999,2.69,2.06,1.875,2,2,4,4
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.12,3.25,3.0,3.12,2.88,2.75,0.38,2.88,1.75,2.75,2.88,3.12,2.88,2.25,2.0,2.75,2.25,2.62,2.62,3.12,3.0,2.12,2.0,3.0,3.25,0.62,2.12,3.12,3.0,2.25,3.12,0.62,3.0,3.0,3.12,2.0,3.0,1.0,1.0,2.75,2.88,2.12,1.5,2.5,3.38,2.38,3.0,2.62,3.0,2.38,3.0,2.12,2.565,3.125,2.5,2.19,2.81,2.75,2.125,1.56,2.185,2.5,2.25,1.06,1.0,2.185,2.185,3.06,2.06,3.435,1.75,3.63,2.06,0.94,3.06,3.06,2.75,0.685,1.87,2.5,2.69,1.37,1.935,0.94,2.69,2.815,2.56,2,2,5,5
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.25,3.0,3.12,4.0,3.0,2.12,0.0,1.88,0.75,3.0,3.25,3.12,2.88,2.38,1.25,2.0,1.88,3.0,3.0,3.12,3.38,2.0,2.12,3.0,3.5,0.88,2.0,3.62,3.38,2.12,3.0,1.25,3.12,3.0,3.25,2.0,3.5,1.12,1.25,3.0,3.0,2.0,1.12,2.0,3.0,3.0,2.75,2.88,3.88,2.12,3.0,2.88,2.88,3.0,3.0,2.88,3.06,3.12,2.38,1.935,2.815,3.06,2.565,1.5,1.5,2.06,2.185,3.06,2.185,3.12,1.94,4.0,2.38,1.5,3.44,3.0,3.0,0.815,2.25,2.69,2.94,2.315,2.185,1.565,2.88,3.0,2.75,2,2,7,7
51-4111.00,Tool and Die Makers,3.25,2.12,4.0,3.88,3.12,2.75,0.5,2.0,0.62,2.25,2.88,3.38,2.5,2.75,1.38,1.75,1.25,2.0,3.0,3.75,3.12,2.62,2.0,3.25,3.75,0.62,2.38,3.88,3.5,2.62,2.88,0.75,3.0,2.38,3.12,2.62,3.25,0.88,1.0,2.88,2.88,2.0,1.75,2.0,2.88,2.0,3.0,2.12,3.88,2.12,3.38,3.0,3.06,3.0,3.0,2.88,3.12,2.94,3.06,1.185,2.12,3.06,2.12,0.8799999999999999,1.12,1.75,2.815,3.06,1.565,3.185,3.0,3.125,1.75,1.12,3.5,3.0,2.88,1.5,1.375,2.25,2.815,2.625,2.38,2.815,3.0,2.94,2.375,2,2,5,5
51-4121.00,"Welders, Cutters, Solderers, and Brazers",3.5,2.38,3.0,3.25,3.0,2.88,1.0,2.0,1.88,2.75,2.88,3.12,2.75,2.12,2.25,1.62,1.75,2.38,2.88,2.5,2.88,1.75,1.5,2.75,3.5,1.25,1.5,3.12,2.75,2.12,2.62,1.62,3.12,2.5,2.75,2.5,2.88,1.62,1.75,2.0,2.12,2.25,0.5,2.0,2.88,2.5,2.88,2.5,3.38,1.62,2.38,1.5,2.0,2.5,2.5,2.13,2.63,1.435,2.125,1.25,2.06,2.75,2.0,1.25,1.25,1.75,2.12,2.875,1.63,2.56,1.435,2.625,1.69,0.5,3.06,2.31,1.565,1.31,1.81,2.185,2.31,2.0,1.81,1.125,2.5,2.31,1.625,2,2,4,4
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.12,2.88,3.0,3.25,3.0,2.62,0.5,2.0,1.25,3.0,3.0,3.0,2.88,2.0,2.0,1.88,1.38,2.25,3.0,3.0,3.12,1.38,1.5,3.0,3.25,1.0,1.38,3.0,3.12,1.88,3.0,1.12,3.0,3.0,3.0,2.25,3.0,0.75,1.0,2.62,2.88,2.0,0.62,2.0,3.0,2.12,3.0,2.12,3.25,1.88,2.88,2.12,2.31,2.94,2.94,2.62,3.0,2.38,2.12,0.6200000000000001,2.12,2.75,1.94,1.185,1.5,2.0,2.0,3.0,1.94,3.125,1.5,3.25,1.94,0.6200000000000001,2.375,3.0,2.25,1.315,1.875,2.38,2.94,1.81,2.12,1.12,2.56,2.25,2.25,2,2,5,5
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.0,3.25,3.38,3.62,3.0,3.12,0.25,2.38,1.0,3.12,3.0,3.0,3.0,1.88,1.88,2.5,1.5,2.88,2.88,3.25,3.12,2.0,2.0,3.38,3.38,0.75,2.12,3.25,3.38,1.88,3.38,1.75,3.12,3.0,3.75,3.0,3.75,1.75,1.75,2.62,2.62,2.25,2.0,3.0,3.62,2.5,3.25,2.75,3.12,2.0,3.0,2.62,2.685,3.0,2.685,2.88,3.0,3.06,2.56,0.75,2.94,2.81,2.685,1.12,1.565,2.315,2.88,3.25,1.75,3.815,1.75,3.75,1.88,1.315,3.185,2.94,2.815,1.56,2.0,2.56,2.87,2.12,2.0,0.5,2.685,2.75,2.75,2,2,7,7
51-4192.00,"Layout Workers, Metal and Plastic",3.25,3.12,3.25,2.75,3.12,2.75,0.5,2.12,0.88,3.0,3.0,3.12,3.0,2.75,1.75,2.0,1.12,1.75,3.0,3.12,3.12,2.88,2.0,3.0,3.88,0.62,3.0,3.5,3.12,2.25,3.12,0.75,3.25,1.88,2.5,2.0,3.12,0.88,1.25,2.25,2.25,2.12,1.25,2.0,2.75,2.5,2.88,2.62,3.88,1.88,3.0,2.5,2.685,2.88,2.94,2.94,3.06,2.0,2.375,1.25,2.44,2.875,2.06,1.0,1.0,2.065,3.12,3.0,1.75,2.815,2.125,2.875,1.935,0.6200000000000001,2.94,2.94,2.0,0.815,2.0,2.75,2.69,2.0,2.0,1.12,2.625,2.06,2.69,2,2,5,5
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",3.12,3.0,3.0,3.25,3.0,2.62,0.12,2.0,1.0,2.5,2.88,3.0,3.0,2.25,0.88,2.0,1.62,2.62,3.0,3.0,3.25,1.38,1.5,3.38,3.38,0.62,1.5,3.75,3.12,2.25,3.0,0.62,3.0,2.12,2.62,2.0,3.0,0.75,0.88,2.75,2.38,2.0,1.38,2.25,3.0,2.12,3.12,2.5,2.5,1.38,3.0,2.88,2.12,3.06,2.435,2.81,2.875,2.38,2.06,0.685,2.315,2.5,2.185,1.0,1.38,2.185,1.69,3.06,2.25,3.06,1.75,3.185,2.25,0.5,2.875,3.0,2.185,1.94,2.185,2.435,2.875,1.81,1.81,0.94,2.875,2.315,2.685,2,2,5,5
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.25,3.0,3.0,3.5,3.0,2.5,0.0,2.12,1.38,2.75,2.88,3.5,3.12,2.25,0.62,2.0,1.62,2.88,2.62,3.0,3.5,2.88,2.12,3.0,4.12,0.5,2.88,3.12,3.12,2.12,3.12,0.5,3.0,3.0,3.5,1.88,3.25,0.75,0.75,2.38,2.25,2.38,1.25,1.75,3.0,2.38,2.88,2.62,3.38,2.5,3.0,2.38,2.685,2.815,2.815,2.25,3.065,3.38,2.69,0.685,2.44,2.815,2.44,1.69,1.935,2.13,2.815,2.875,2.125,3.685,1.63,3.75,2.185,1.0,3.375,2.94,3.19,0.6200000000000001,2.06,2.31,2.44,2.375,2.25,1.5,2.685,2.94,2.375,2,2,5,5
51-5111.00,Prepress Technicians and Workers,3.0,2.12,3.12,3.0,3.0,1.88,0.0,0.5,0.0,0.5,2.75,2.75,2.88,2.88,0.0,0.0,0.0,1.88,3.0,3.0,2.75,2.0,2.0,1.25,4.0,0.0,1.75,3.12,3.12,3.0,2.88,0.0,3.12,1.62,1.38,0.88,2.88,0.0,0.0,2.88,2.88,1.5,0.0,0.0,0.75,2.12,0.88,3.12,3.25,1.75,3.0,3.0,2.94,3.06,2.94,2.94,3.06,2.13,1.935,0.5,2.625,2.94,2.315,1.0,1.315,2.25,2.0,3.06,2.37,2.37,1.75,3.0,2.63,1.315,2.565,3.0,1.935,1.25,2.62,2.815,3.12,2.315,2.315,1.375,2.935,2.12,2.88,2,2,10,10
51-5112.00,Printing Press Operators,3.12,2.5,3.0,3.88,3.12,2.75,0.12,1.5,0.5,3.0,2.88,3.5,2.88,2.62,0.25,2.12,1.75,2.5,3.0,3.12,3.12,2.0,2.0,3.12,4.12,0.0,2.0,3.38,3.12,2.38,3.0,0.25,3.12,2.88,2.88,2.38,3.12,0.25,0.62,3.0,3.0,2.12,1.62,2.0,3.0,2.25,2.75,3.12,3.12,2.12,3.0,3.0,2.88,3.06,2.94,3.0,3.12,3.12,2.5,0.6200000000000001,2.5,3.0,2.12,1.185,2.0,2.06,2.06,3.25,2.0,3.25,1.185,3.62,2.38,1.06,3.565,3.12,3.12,0.5,2.37,2.75,3.06,2.185,2.185,1.125,3.06,3.12,2.5,2,2,5,5
51-5113.00,Print Binding and Finishing Workers,3.25,2.75,3.0,3.25,2.88,2.25,1.0,2.25,1.88,2.62,2.88,3.25,3.12,2.5,1.25,2.12,1.75,2.75,2.88,3.25,3.12,1.75,2.12,2.75,3.62,1.25,2.12,3.5,3.38,2.38,3.12,1.38,3.0,2.5,3.25,2.25,2.88,1.75,1.62,2.75,2.75,2.25,0.75,2.62,2.75,2.75,3.0,2.88,3.38,2.0,2.88,2.75,2.44,2.88,2.94,2.815,3.125,3.0,2.375,1.69,2.815,2.935,2.69,1.185,1.185,2.5,2.12,3.06,2.0,3.0,0.875,3.25,2.185,1.25,2.94,3.0,2.815,0.6200000000000001,2.435,2.62,2.875,2.31,2.38,1.31,2.75,2.685,2.685,2,2,5,5
51-6011.00,Laundry and Dry-Cleaning Workers,2.88,2.0,2.62,3.12,2.75,1.38,0.38,2.12,1.12,2.38,2.25,3.0,2.25,2.0,0.0,2.0,1.62,2.0,2.5,2.38,2.62,1.12,1.5,2.25,3.12,0.0,1.12,2.88,3.0,2.0,2.12,0.0,2.62,2.12,2.12,1.38,2.38,0.0,0.0,2.5,2.25,1.75,0.62,2.12,2.12,2.0,3.0,2.25,2.0,1.0,2.25,2.0,2.37,2.625,2.315,2.375,2.625,1.5,1.435,0.5,2.25,2.435,2.185,1.31,1.31,2.125,1.25,2.625,2.185,2.435,1.25,2.69,2.185,0.5,2.125,2.435,1.5,0.5,2.38,2.565,2.63,1.81,1.75,0.5,2.63,2.185,2.12,2,2,4,4
51-6021.00,"Pressers, Textile, Garment, and Related Materials",3.38,2.12,2.25,3.12,2.12,2.38,0.75,2.25,0.88,2.88,2.38,3.12,2.38,1.38,0.0,2.0,1.12,1.75,2.12,2.12,3.0,0.62,0.88,3.12,3.0,0.0,0.62,2.0,2.0,1.25,2.25,0.0,2.12,2.62,3.0,2.0,2.25,0.0,0.0,1.75,2.0,0.88,1.75,2.25,2.25,0.62,2.88,2.25,2.0,2.0,1.75,1.25,1.81,2.0,2.0,1.875,2.375,1.815,1.56,0.75,0.815,2.12,1.375,1.0,1.0,1.125,1.185,2.25,1.435,2.625,1.0,2.31,1.5,0.5,2.0,1.875,1.375,0.5,1.69,1.875,2.06,1.25,1.565,1.0,2.25,2.0,1.625,1,1,4,4
51-6031.00,Sewing Machine Operators,3.75,2.12,2.88,3.25,2.75,2.75,0.12,2.0,0.5,2.25,2.75,3.25,2.62,1.38,0.0,1.62,1.0,2.12,2.12,2.62,3.25,1.62,1.0,3.0,3.38,0.0,1.62,2.38,2.5,1.25,2.62,0.0,2.75,3.0,3.0,2.25,2.5,0.0,0.12,1.75,2.12,2.0,0.88,1.62,2.12,2.12,2.12,2.88,3.0,2.12,2.5,1.88,2.0,2.435,2.435,2.125,2.435,1.625,1.125,0.5,1.94,2.375,2.06,1.315,1.25,1.625,1.94,2.81,1.625,2.435,1.12,2.435,1.625,0.5,2.685,2.37,1.44,0.5,1.625,2.13,2.0,1.75,1.5,0.5,2.435,2.06,2.0,2,2,4,4
51-6041.00,Shoe and Leather Workers and Repairers,3.88,2.12,3.0,3.12,2.88,2.12,0.12,1.88,1.62,2.25,2.25,3.12,2.12,1.5,0.38,1.12,1.25,2.25,2.38,3.0,3.12,1.38,0.88,2.5,3.25,0.5,1.38,3.0,2.75,1.5,2.0,0.38,2.75,2.12,2.38,1.5,2.5,0.62,0.5,2.5,2.5,1.62,0.38,1.75,2.12,2.0,2.25,2.88,3.0,1.88,2.75,2.12,2.315,2.75,2.25,2.5,2.94,1.125,1.81,0.5,2.185,2.63,1.25,1.185,1.5,2.0,1.565,2.81,1.75,2.125,1.185,2.5,2.185,0.5,2.375,2.565,1.19,0.5,2.565,2.565,2.625,1.565,1.19,0.8799999999999999,2.565,1.94,2.12,2,2,4,4
51-6042.00,Shoe Machine Operators and Tenders,3.38,2.0,3.0,3.12,2.75,2.62,0.12,2.0,0.5,3.0,3.0,3.25,2.75,2.0,0.75,1.5,1.5,2.62,2.75,3.0,3.0,1.88,1.38,2.88,3.75,0.25,2.0,2.88,3.0,1.88,3.0,0.25,2.88,2.88,3.0,2.12,3.0,0.38,0.5,2.75,2.25,1.75,0.12,2.0,2.12,2.0,3.0,2.25,2.88,2.12,2.88,2.0,2.0,2.94,2.56,2.125,2.75,2.88,2.44,0.5,1.81,2.435,1.75,1.38,1.38,2.0,1.94,2.94,1.75,3.0,1.315,3.0,2.06,0.815,2.815,3.0,2.31,0.6200000000000001,1.81,2.125,2.75,2.0,2.06,0.8799999999999999,2.685,2.75,2.06,2,2,5,5
51-6051.00,"Sewers, Hand",4.12,2.12,3.0,3.25,2.25,2.62,0.25,0.5,0.12,0.75,2.75,4.12,2.12,2.12,0.0,0.0,0.25,1.75,2.25,3.0,3.88,1.75,2.0,2.88,3.75,0.0,2.0,2.38,2.25,2.25,2.5,0.0,2.5,1.88,1.88,1.62,2.75,0.0,0.38,1.88,2.38,2.0,0.0,0.12,1.88,1.88,1.25,3.0,3.25,2.38,2.0,1.88,2.19,2.435,2.37,2.0,2.31,0.5,0.8799999999999999,0.5,2.0,2.565,2.0,1.0,1.69,1.875,2.06,2.5,1.75,2.185,1.69,2.065,1.69,0.6200000000000001,2.125,2.375,0.5,0.5,2.06,2.0,2.25,1.94,1.5,0.8799999999999999,2.565,1.69,1.815,2,2,4,4
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3.88,1.75,3.0,3.25,2.88,1.62,0.0,1.38,0.5,2.12,2.0,3.88,2.75,3.0,0.0,0.75,0.5,1.75,2.75,3.12,3.25,1.62,2.0,2.75,3.75,0.0,1.75,3.62,3.0,3.0,2.12,0.0,2.88,2.25,2.25,1.38,2.38,0.0,0.12,2.38,2.88,2.12,0.0,1.0,1.5,2.0,1.88,2.88,3.38,1.75,2.88,2.62,2.62,3.0,2.62,2.56,3.0,1.75,1.94,0.5,2.0,2.75,1.875,1.25,1.25,2.0,1.75,2.685,2.12,2.315,2.25,2.31,2.06,0.5,2.12,2.62,1.625,0.5,2.685,2.88,2.94,1.625,1.625,1.44,3.0,1.75,2.375,2,2,10,10
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3.25,2.25,3.0,3.38,2.88,2.12,0.25,2.0,1.12,2.88,2.62,3.0,3.0,2.0,0.88,2.0,1.75,2.25,2.62,3.0,3.12,2.12,1.75,3.0,3.12,0.62,2.0,3.0,3.0,2.0,3.12,0.62,3.0,3.0,3.25,2.12,3.0,0.62,1.0,2.5,2.62,2.0,1.62,2.25,2.88,2.38,3.0,3.0,3.0,2.0,2.75,2.0,2.12,2.94,2.37,2.625,2.815,2.31,2.19,1.315,2.06,2.565,2.0,1.12,1.25,2.0,2.44,2.875,1.94,3.315,1.37,3.75,1.94,0.94,2.94,2.815,2.31,1.12,1.875,2.435,2.815,2.06,2.06,1.12,2.69,2.435,2.5,2,2,5,5
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3.75,3.0,3.0,3.38,3.0,3.0,0.62,2.25,0.88,3.12,3.0,3.12,3.0,2.0,0.88,2.0,1.75,2.75,2.62,3.0,3.0,1.88,2.0,3.0,3.25,0.5,2.0,3.0,3.0,2.0,3.0,1.38,3.0,3.0,3.62,3.0,3.12,1.88,1.0,2.88,2.75,2.12,1.75,2.38,3.0,2.12,3.0,2.88,3.5,2.12,2.75,2.0,2.25,2.75,2.685,2.875,2.815,3.125,2.31,1.5,2.435,2.75,2.0,1.25,1.5,2.25,2.12,3.185,1.75,3.565,1.5,3.75,1.75,1.25,3.12,2.685,3.0,0.5,1.75,2.19,2.56,2.315,2.12,1.25,2.815,3.0,2.435,2,2,5,5
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.62,2.88,2.75,3.5,2.62,2.0,0.25,1.62,0.5,2.88,2.25,3.5,2.38,1.5,0.25,2.0,1.0,2.38,2.38,2.62,3.12,1.0,1.12,3.12,3.0,0.0,1.0,3.12,3.0,1.5,2.88,0.0,3.0,2.25,2.88,2.12,3.0,0.38,0.12,2.5,2.5,1.5,1.0,2.38,2.5,2.12,3.0,2.88,3.0,2.12,2.5,2.12,1.75,2.75,2.31,2.315,2.565,2.375,2.125,1.31,2.06,2.31,1.935,1.0,1.06,1.875,1.5,3.06,1.38,3.0,1.565,3.25,1.5,0.75,2.75,2.565,2.125,0.6200000000000001,1.87,2.125,2.63,1.685,1.5,0.75,2.435,2.25,2.19,2,2,4,4
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4.0,3.0,2.88,3.5,2.62,2.75,0.75,2.38,1.0,3.25,3.0,3.75,2.88,2.0,0.38,2.88,1.88,2.75,2.38,2.88,3.38,1.88,1.88,3.12,3.38,0.0,2.0,2.75,2.75,2.0,3.12,0.38,3.0,3.12,3.62,2.62,3.12,0.12,0.5,2.5,2.75,2.38,2.0,2.75,3.0,2.12,3.0,3.12,2.88,3.0,2.38,2.0,2.25,2.75,2.25,2.56,3.0,2.56,2.125,1.31,2.44,2.5,2.19,1.25,1.375,2.19,2.0,3.0,1.75,3.69,1.565,3.75,1.75,0.5,3.06,2.31,2.625,0.5,2.0,2.25,2.75,2.185,2.185,0.94,2.31,2.75,2.19,2,2,5,5
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.12,3.25,3.0,3.12,3.12,2.62,0.12,2.25,1.0,2.88,2.62,3.12,3.0,2.12,1.25,2.0,1.88,2.75,3.0,3.12,3.25,2.0,2.0,3.12,3.25,1.0,2.12,3.5,3.0,2.12,3.12,1.25,3.12,3.0,3.5,2.88,3.5,1.62,1.5,2.88,2.75,1.88,1.75,1.88,3.0,2.88,3.0,2.5,3.0,2.5,3.0,3.0,2.685,3.0,2.875,3.0,2.94,2.56,2.435,0.5,2.315,2.94,2.185,1.25,1.5,2.12,1.94,3.31,2.12,3.5,1.75,3.94,2.185,0.75,2.875,2.815,2.75,0.935,2.12,2.62,2.94,1.875,2.0,1.06,2.94,2.815,2.62,2,2,7,7
51-6092.00,Fabric and Apparel Patternmakers,3.5,2.12,3.75,3.0,3.62,2.25,0.0,2.12,0.25,1.75,3.0,3.12,3.12,3.62,0.0,1.62,1.25,2.12,3.25,3.75,2.88,3.0,2.5,2.38,3.88,0.0,3.0,3.62,3.75,3.88,3.12,0.0,3.38,1.62,1.75,1.38,3.12,0.0,0.0,3.12,3.0,2.5,0.12,1.5,2.0,2.88,2.12,3.12,4.25,2.38,3.0,3.0,3.06,3.38,3.0,2.88,3.565,0.6200000000000001,1.06,0.5,2.94,3.125,3.0,1.81,1.94,2.12,3.06,3.185,2.56,2.5,2.815,2.94,2.62,1.625,3.12,3.185,0.815,0.6200000000000001,2.815,2.88,3.06,2.75,2.565,1.81,3.125,2.12,2.94,2,2,8,8
51-6093.00,Upholsterers,4.12,2.12,3.0,3.62,3.0,2.88,0.38,2.62,1.75,3.0,2.88,4.0,2.88,2.88,1.5,2.62,2.0,2.12,2.88,3.12,3.88,2.25,2.0,3.75,4.0,1.12,2.25,3.0,3.0,3.0,2.75,1.38,3.0,2.62,2.62,2.38,3.0,1.38,1.75,2.88,2.88,2.0,1.38,1.88,3.5,2.62,3.12,3.88,3.88,1.88,3.0,2.12,2.94,3.0,3.0,2.75,3.31,2.065,2.37,0.815,2.56,2.94,2.75,1.81,1.875,2.315,2.5,3.0,2.315,2.685,1.935,2.88,2.5,0.5,2.75,3.06,2.19,0.875,2.88,2.69,2.94,2.06,2.125,1.63,3.0,2.19,2.5,2,2,5,5
